District,Year,Total_Accounts_Thousands,Total_Deposits_Rs_Million,Metro_Accounts_Thousands,Metro_Deposits_Cr,Rural_Accounts_Thousands,Rural_Deposits_Cr,SemiUrban_Accounts_Thousands,SemiUrban_Deposits_Cr,Urban_Accounts_Thousands,Urban_Deposits_Cr,Total_Deposits_Cr
DIBRUGARH,2017-18,2086.294,86686.325,,,1064.061,1979.4595,430.585,2945.3068,591.648,3743.8662,8668.63
DIMAPUR,2009-10,217.231,19470.264,,,25.8,101.6762,191.431,1845.3502,,,1947.03
DIMAPUR,2010-11,253.023,22169.704,,,35.179,121.1435,217.844,2095.8269,,,2216.97
DIMAPUR,2011-12,289.466,25626.453,,,40.454,143.828,249.012,2418.8173,,,2562.65
DIMAPUR,2012-13,323.284,28113.368,,,46.999,181.8575,276.285,2629.4793,,,2811.34
DIMAPUR,2013-14,346.939,30306.919,,,52.339,191.9763,294.6,2838.7156,,,3030.69
DIMAPUR,2014-15,399.425,33771.622,,,62.068,228.4165,337.357,3148.7457,,,3377.16
DIMAPUR,2015-16,444.318,37703.149,,,67.492,273.6542,376.826,3496.6607,,,3770.31
DIMAPUR,2016-17,509.505,46448.978,,,69.349,311.9307,57.467,308.0506,382.689,4024.9165,4644.9
DIMAPUR,2017-18,547.403,44443.46,,,72.259,316.663,64.36,351.0605,410.784,3776.6225,4444.35
DINDIGUL,2009-10,1306.68,32942.283,,,407.684,653.6816,549.979,1295.3936,349.017,1345.1531,3294.23
DINDIGUL,2010-11,1472.346,38062.471,,,421.028,667.1143,654.951,1545.1519,396.367,1593.9809,3806.25
DINDIGUL,2011-12,1624.778,42511.17,,,459.665,767.0596,724.293,1816.6145,440.82,1667.4429,4251.12
DINDIGUL,2012-13,1974.042,48230.468,,,588.864,849.6036,878.784,2043.1799,506.394,1930.2633,4823.05
DINDIGUL,2013-14,2423.166,52219.441,,,758.524,930.8468,1105.265,2238.1137,559.377,2052.9836,5221.94
DINDIGUL,2014-15,2861.667,59062.156,,,894.343,1067.7686,1320.703,2575.7294,646.621,2262.7176,5906.22
DINDIGUL,2015-16,3006.099,67620.836,,,902.267,1226.5759,1403.503,2973.4857,700.329,2562.022,6762.08
DINDIGUL,2016-17,3248.711,81359.258,,,908.535,1466.7551,1589.103,3685.1061,751.073,2984.0646,8135.93
DINDIGUL,2017-18,3477.783,85727.187,,,973.953,1467.3742,1718.586,3811.1606,785.244,3294.1839,8572.72
DINDORI,2009-10,188.705,3489.808,,,144.372,168.9158,44.333,180.065,,,348.98
DINDORI,2010-11,226.479,4095.551,,,173.836,175.773,52.643,233.7821,,,409.56
DINDORI,2011-12,251.696,4308.854,,,188.151,206.0483,63.545,224.8371,,,430.89
DINDORI,2012-13,316.111,5715.032,,,233.291,278.6942,82.82,292.809,,,571.5
DINDORI,2013-14,412.954,6299.636,,,307.354,324.1919,105.6,305.7717,,,629.96
DINDORI,2014-15,570.095,7306.718,,,420.035,372.5623,150.06,358.1095,,,730.67
DINDORI,2015-16,678.883,7803.02,,,495.649,390.2545,183.234,390.0475,,,780.3
DINDORI,2016-17,758.601,9505.089,,,423.524,317.571,335.077,632.9379,,,950.51
DINDORI,2017-18,872.083,9803.347,,,485.595,322.0717,386.488,658.263,,,980.33
DIU,2009-10,82.813,5965.171,,,,,82.813,596.5171,,,596.52
DIU,2010-11,81.785,6205.886,,,0.7,2.7391,81.085,617.8495,,,620.59
DIU,2011-12,91.969,7055.195,,,3.115,7.8097,88.854,697.7098,,,705.52
DIU,2012-13,113.434,8275.157,,,6.705,18.3007,106.729,809.215,,,827.52
DIU,2013-14,129.782,10582.953,,,10.976,26.9406,118.806,1031.3547,,,1058.3
DIU,2014-15,143.94,12340.189,,,11.93,37.1514,132.01,1196.8675,,,1234.02
DIU,2015-16,157.015,13448.587,,,12.557,51.4084,144.458,1293.4503,,,1344.86
DIU,2016-17,167.646,15511.491,,,43.927,201.372,123.719,1349.7771,,,1551.15
DIU,2017-18,169.481,16557.51,,,44.505,200.0966,124.976,1455.6544,,,1655.75
DODA,2009-10,181.805,5596.611,,,89.269,213.6119,92.536,346.0492,,,559.66
DODA,2010-11,208.685,6783.399,,,105.927,252.9898,102.758,425.3501,,,678.34
DODA,2011-12,244.327,8733.978,,,127.418,324.7916,116.909,548.6062,,,873.4
DODA,2012-13,295.759,10216.216,,,167.162,390.2064,128.597,631.4152,,,1021.62
DODA,2013-14,344.537,10973.21,,,200.545,462.8819,143.992,634.4391,,,1097.32
DODA,2014-15,424.75,11509.439,,,253.836,507.5309,170.914,643.413,,,1150.94
DODA,2015-16,492.411,13169.43,,,298.069,564.0473,194.342,752.8957,,,1316.94
DODA,2016-17,558.563,15370.581,,,343.158,686.4663,215.405,850.5918,,,1537.06
DODA,2017-18,589.87,16325.768,,,366.802,743.0572,223.068,889.5196,,,1632.58
DUMKA,2009-10,401.998,13187.911,,,275.469,427.7946,126.529,890.9965,,,1318.79
DUMKA,2010-11,462.27,15282.815,,,323.081,504.6198,139.189,1023.6617,,,1528.28
DUMKA,2011-12,529.341,16950.33,,,363.46,553.083,165.881,1141.95,,,1695.03
DUMKA,2012-13,622.545,17645.875,,,427.665,652.9897,194.88,1111.5978,,,1764.59
DUMKA,2013-14,790.061,20668.998,,,553.428,724.9336,236.633,1341.9662,,,2066.9
DUMKA,2014-15,925.978,25083.841,,,652.304,886.3261,273.674,1622.058,,,2508.38
DUMKA,2015-16,1187.168,29584.159,,,856.582,1042.8363,330.586,1915.5796,,,2958.42
DUMKA,2016-17,1473.084,33185.48,,,1081.505,1310.1307,391.579,2008.4173,,,3318.55
DUMKA,2017-18,1604.773,36732.954,,,1174.51,1433.7333,430.263,2239.5621,,,3673.3
DUNGARPUR,2009-10,535.766,12695.348,,,383.315,564.4493,152.451,705.0855,,,1269.53
DUNGARPUR,2010-11,562.611,13888.422,,,403.374,643.882,159.237,744.9602,,,1388.84
DUNGARPUR,2011-12,627.944,16147.422,,,451.491,766.4341,176.453,848.3081,,,1614.74
DUNGARPUR,2012-13,724.296,18975.724,,,519.637,907.4152,204.659,990.1572,,,1897.57
DUNGARPUR,2013-14,828.486,22728.386,,,596.755,1049.9473,231.731,1222.8913,,,2272.84
DUNGARPUR,2014-15,1064.197,26743.771,,,763.747,1221.153,300.45,1453.2241,,,2674.38
DUNGARPUR,2015-16,1379.794,30208.721,,,1014.857,1357.128,364.937,1663.7441,,,3020.87
DUNGARPUR,2016-17,1524.418,36205.185,,,1129.873,1717.227,394.545,1903.2915,,,3620.52
DUNGARPUR,2017-18,1590.577,37339.671,,,1205.828,1829.9648,384.749,1904.0023,,,3733.97
DURG,2009-10,1722.98,69378.105,,,582.46,809.1181,207.5,711.188,933.02,5417.5044,6937.81
DURG,2010-11,1889.692,84365.182,,,656.694,948.5827,241.968,826.5261,991.03,6661.4094,8436.52
DURG,2011-12,2100.593,103751.808,,,739.653,1146.7291,272.575,1018.09,1088.365,8210.3617,10375.18
DURG,2012-13,1572.651,102248.472,,,249.226,531.5171,111.813,489.7173,1211.612,9203.6128,10224.85
DURG,2013-14,1784.708,115154.109,,,301.613,611.5808,128.952,639.8853,1354.143,10263.9448,11515.41
DURG,2014-15,2320.237,136157.199,,,430.594,698.8048,168.968,714.0543,1720.675,12202.8608,13615.72
DURG,2015-16,2681.105,141149.833,,,526.709,802.7873,202.108,794.6395,1952.288,12517.5565,14114.98
DURG,2016-17,3015.573,159751.762,,,491.291,808.82,360.237,1049.801,2164.045,14116.5552,15975.18
DURG,2017-18,3090.268,170785.448,,,535.446,875.7862,368.61,1150.1125,2186.212,15052.6461,17078.54
EAST GARO HILLS,2009-10,66.807,2224.932,,,51.786,151.8223,15.021,70.6709,,,222.49
EAST GARO HILLS,2010-11,79.16,2813.575,,,60.879,176.9352,18.281,104.4223,,,281.36
EAST GARO HILLS,2011-12,95.113,3838.22,,,71.352,249.231,23.761,134.591,,,383.82
EAST GARO HILLS,2012-13,108.193,4423.46,,,79.678,259.3468,28.515,182.9992,,,442.35
EAST GARO HILLS,2013-14,118.077,4746.138,,,86.23,272.8496,31.847,201.7642,,,474.61
EAST GARO HILLS,2014-15,140.844,4687.21,,,102.749,267.0867,38.095,201.6343,,,468.72
EAST GARO HILLS,2015-16,81.045,2880.627,,,48.108,122.797,32.937,165.2657,,,288.06
EAST GARO HILLS,2016-17,92.602,3839.794,,,56.858,154.4421,35.744,229.5373,,,383.98
EAST GARO HILLS,2017-18,100.192,3814.925,,,61.871,171.8156,38.321,209.6769,,,381.49
EAST GODAVARI,2009-10,4135.973,81609.767,,,1256.148,1434.1289,1587.132,2189.617,1292.693,4537.2308,8160.98
EAST GODAVARI,2010-11,4499.421,94602.269,,,1339.868,1594.0579,1716.433,2504.2511,1443.12,5361.9179,9460.23
EAST GODAVARI,2011-12,5101.939,112043.349,,,1607.715,1896.989,1966.271,2978.2018,1527.953,6329.1441,11204.33
EAST GODAVARI,2012-13,7245.958,134167.14,,,2580.931,2301.8463,2856.732,3678.5388,1808.295,7436.3289,13416.71
EAST GODAVARI,2013-14,8010.886,154919.375,,,2860.971,2726.6335,3167.735,4354.1972,1982.18,8411.1068,15491.94
EAST GODAVARI,2014-15,8798.153,178788.498,,,3146.493,3101.0289,3476.113,4959.7307,2175.547,9818.0902,17878.85
EAST GODAVARI,2015-16,9272.754,207130.577,,,3204.271,4250.6083,3739.663,5602.4809,2328.82,10859.9685,20713.06
EAST GODAVARI,2016-17,9984.258,235575.596,,,3349.132,4126.9017,4109.474,6966.6104,2525.652,12464.0475,23557.56
EAST GODAVARI,2017-18,10158.838,258928.223,,,3431.441,4588.5413,4170.437,7367.4989,2556.96,13936.7821,25892.82
EAST JAINTIA HILLS,2015-16,55.082,4251.724,,,55.082,425.1724,,,,,425.17
EAST JAINTIA HILLS,2016-17,63.239,6037.809,,,63.239,603.7809,,,,,603.78
EAST JAINTIA HILLS,2017-18,64.96,5819.286,,,64.96,581.9286,,,,,581.93
EAST KAMENG,2009-10,13.561,511.24,,,2.652,9.023,10.909,42.101,,,51.12
EAST KAMENG,2010-11,15.788,767.221,,,2.921,8.569,12.867,68.1531,,,76.72
EAST KAMENG,2011-12,17.819,583.668,,,3.207,8.9238,14.612,49.443,,,58.37
EAST KAMENG,2012-13,19.786,876.224,,,3.474,11.5995,16.312,76.0229,,,87.62
EAST KAMENG,2013-14,24.031,1125.27,,,3.828,12.4946,20.203,100.0324,,,112.53
EAST KAMENG,2014-15,35.204,958.592,,,5.524,14.6333,29.68,81.2259,,,95.86
EAST KAMENG,2015-16,40.347,1107.642,,,5.848,13.8682,34.499,96.896,,,110.76
EAST KAMENG,2016-17,48.085,1869.589,,,6.453,22.319,41.632,164.6399,,,186.96
EAST KAMENG,2017-18,52.366,1844.705,,,6.775,20.7029,45.591,163.7676,,,184.47
EAST KHASI HILLS,2009-10,538.134,54935.437,,,129.068,415.3038,34.739,129.6391,374.327,4948.6008,5493.54
EAST KHASI HILLS,2010-11,630.027,69839.146,,,153.12,633.296,41.435,172.8463,435.472,6177.7723,6983.91
EAST KHASI HILLS,2011-12,697.137,77719.423,,,175.025,816.2682,47.357,229.4425,474.755,6726.2316,7771.94
EAST KHASI HILLS,2012-13,762.543,98818.734,,,193.75,801.4099,52.768,300.9455,516.025,8779.518,9881.87
EAST KHASI HILLS,2013-14,828.352,103709.513,,,212.5,948.1189,59.394,349.1698,556.458,9073.6626,10370.95
EAST KHASI HILLS,2014-15,918.839,119004.425,,,244.56,1070.7378,67.7,403.4651,606.579,10426.2396,11900.44
EAST KHASI HILLS,2015-16,1025.829,132709.018,,,275.027,1163.9342,72.662,401.3924,678.14,11705.5752,13270.9
EAST KHASI HILLS,2016-17,1123.632,140830.964,,,307.908,1354.9092,76.001,447.9642,739.723,12280.223,14083.1
EAST KHASI HILLS,2017-18,1144.427,147800.615,,,320.69,1479.6746,78.588,485.1366,745.149,12815.2503,14780.06
EAST NIMAR,2009-10,429.41,12910.36,,,200.172,342.3351,36.692,70.213,192.546,878.4879,1291.04
EAST NIMAR,2010-11,470.884,14143.37,,,235.233,381.1154,29.707,63.6921,205.944,969.5295,1414.34
EAST NIMAR,2011-12,536.547,16385.288,,,267.258,420.2867,35.539,72.2341,233.75,1146.008,1638.53
EAST NIMAR,2012-13,670.445,19594.7,,,344.738,513.5654,46.122,83.2377,279.585,1362.6669,1959.47
EAST NIMAR,2013-14,946.409,21598.808,,,540.516,602.0638,70.157,95.0039,335.736,1462.8131,2159.88
EAST NIMAR,2014-15,1189.08,23577.014,,,697.733,607.7201,102.152,107.8852,389.195,1642.0961,2357.7
EAST NIMAR,2015-16,1474.072,25589.024,,,918.867,706.7092,108.521,112.1043,446.684,1740.0889,2558.9
EAST NIMAR,2016-17,1606.29,31150.173,,,909.005,747.3844,205.024,256.5657,492.261,2111.0672,3115.02
EAST NIMAR,2017-18,1712.271,32506.952,,,967.679,754.6882,222.02,269.481,522.572,2226.526,3250.7
EAST SIANG,2009-10,61.884,2033.164,,,19.763,43.291,42.121,160.0254,,,203.32
EAST SIANG,2010-11,69.142,2564.521,,,23.262,56.6802,45.88,199.7719,,,256.45
EAST SIANG,2011-12,82.461,2848.997,,,33.557,58.2193,48.904,226.6804,,,284.9
EAST SIANG,2012-13,72.672,3615.857,,,27.281,75.0304,45.391,286.5553,,,361.59
EAST SIANG,2013-14,89.189,4311.869,,,33.364,86.0374,55.825,345.1495,,,431.19
EAST SIANG,2014-15,113.512,5034.773,,,44.288,95.1187,69.224,408.3586,,,503.48
EAST SIANG,2015-16,134.146,5601.514,,,53.366,116.4257,80.78,443.7257,,,560.15
EAST SIANG,2016-17,156.877,8446.422,,,62.526,161.0173,94.351,683.6249,,,844.64
EAST SIANG,2017-18,174.496,10445.99,,,71.816,222.2773,102.68,822.3217,,,1044.6
EAST SIKKIM,2009-10,247.176,27608.774,,,87.585,414.6946,159.591,2346.1828,,,2760.88
EAST SIKKIM,2010-11,274.829,28674.461,,,104.839,490.471,169.99,2376.9751,,,2867.45
EAST SIKKIM,2011-12,317.588,34773.653,,,131.696,628.468,185.892,2848.8973,,,3477.37
EAST SIKKIM,2012-13,379.677,43114.359,,,167.428,721.914,212.249,3589.5219,,,4311.44
EAST SIKKIM,2013-14,420.687,43899.656,,,192.788,788.3468,227.899,3601.6188,,,4389.97
EAST SIKKIM,2014-15,466.537,48057.153,,,211.956,951.5886,254.581,3854.1267,,,4805.72
EAST SIKKIM,2015-16,564.845,53120.231,,,260.904,1067.4985,303.941,4244.5246,,,5312.02
EAST SIKKIM,2016-17,626.151,56766.025,,,198.02,849.5624,42.796,223.2145,385.335,4603.8256,5676.6
EAST SIKKIM,2017-18,641.166,70660.113,,,208.509,969.4017,44.403,237.4496,388.254,5859.16,7066.01
ERNAKULAM,2009-10,4685.747,347386.002,,,172.166,733.5624,2078.398,9266.4496,2435.183,24738.5882,34738.6
ERNAKULAM,2010-11,5211.046,411480.39,,,178.721,781.9225,2369.024,10862.3823,2663.301,29503.7342,41148.04
ERNAKULAM,2011-12,5058.422,428798.388,,,190.252,886.4623,2585.056,13185.8762,2283.114,28807.5003,42879.84
ERNAKULAM,2012-13,5902.872,509569.473,,,216.651,973.7181,3100.36,15665.9967,2585.861,34317.2325,50956.95
ERNAKULAM,2013-14,6870.386,576361.553,,,251.905,1203.4851,3727.803,18849.3517,2890.678,37583.3185,57636.16
ERNAKULAM,2014-15,7353.422,674117.639,,,271.008,1396.3474,4037.099,22284.4004,3045.315,43731.0161,67411.76
ERNAKULAM,2015-16,7979.497,741424.702,,,148.161,778.2592,4502.574,25564.3108,3328.762,47799.9002,74142.47
ERNAKULAM,2016-17,8379.968,809458.078,,,107.497,730.4579,4860.15,31025.4383,3412.321,49189.9116,80945.81
ERNAKULAM,2017-18,8876.215,871774.324,,,137.881,959.713,5147.725,33564.4736,3590.609,52653.2458,87177.43
ERODE,2009-10,1860.862,58719.739,,,487.653,1097.0711,808.261,2280.6977,564.948,2494.2051,5871.97
ERODE,2010-11,2081.532,68964.326,,,543.717,1256.8216,934.01,2755.2141,603.805,2884.3969,6896.43
ERODE,2011-12,2259.876,76296.101,,,591.455,1388.2679,1016.535,3103.6425,651.886,3137.6997,7629.61
ERODE,2012-13,2598.892,83995.998,,,698.634,1492.1497,1186.036,3343.1591,714.222,3564.291,8399.6
ERODE,2013-14,3085.647,95531.395,,,872.49,1667.1662,1414.153,3875.555,799.004,4010.4183,9553.14
ERODE,2014-15,3605.646,112430.159,,,1041.21,2007.8244,1675.011,4580.4081,889.425,4654.7834,11243.02
ERODE,2015-16,3794.79,128219.849,,,1033.677,2275.4202,1800.17,5283.3652,960.943,5263.1995,12821.98
ERODE,2016-17,4038.245,152833.355,,,1040.343,2430.4687,1996.945,6541.8104,1000.957,6311.0564,15283.34
ERODE,2017-18,4246.043,163635.335,,,1100.2,2576.4801,2148.433,7068.7651,997.41,6718.2883,16363.53
ETAH,2009-10,691.537,13663.447,,,320.101,338.5461,206.36,314.3568,165.076,713.4418,1366.34
ETAH,2010-11,813.181,15985.577,,,373.374,406.554,237.859,358.0523,201.948,833.9514,1598.56
ETAH,2011-12,860.525,17850.299,,,395.539,446.1685,250.576,397.3307,214.41,941.5307,1785.03
ETAH,2012-13,1017.547,20827.773,,,459.512,497.4555,297.872,474.2239,260.163,1111.0979,2082.78
ETAH,2013-14,1259.887,24335.137,,,571.044,562.5437,387.954,571.0388,300.889,1299.9312,2433.51
ETAH,2014-15,1513.713,26073.82,,,654.788,610.4902,489.712,617.1594,369.213,1379.7324,2607.38
ETAH,2015-16,1702.29,29261.617,,,749.784,677.3631,547.991,723.5212,404.515,1525.2774,2926.16
ETAH,2016-17,1829.235,36349.752,,,714.129,812.2396,660.108,954.597,454.998,1868.1386,3634.98
ETAH,2017-18,2005.864,40447.246,,,814.904,853.5366,712.09,1034.7757,478.87,2156.4123,4044.72
ETAWAH,2009-10,680.19,17859.305,,,298.197,370.5289,149.567,314.8452,232.426,1100.5564,1785.93
ETAWAH,2010-11,765.929,20306.157,,,353.424,447.9941,165.606,356.1689,246.899,1226.4527,2030.62
ETAWAH,2011-12,842.428,22215.308,,,385.52,484.0952,183.706,407.5745,273.202,1329.8611,2221.53
ETAWAH,2012-13,1044.878,26334.475,,,475.871,592.3376,235.363,491.8481,333.644,1549.2618,2633.45
ETAWAH,2013-14,1295.597,33244.69,,,596.359,757.0799,310.033,575.4343,389.205,1991.9548,3324.47
ETAWAH,2014-15,1498.741,40052.201,,,682.581,946.768,348.777,688.4516,467.383,2370.0005,4005.22
ETAWAH,2015-16,1815.123,45488.531,,,836.899,1180.1609,366.859,668.9029,611.365,2699.7893,4548.85
ETAWAH,2016-17,1926.02,59026.033,,,791.925,1407.3182,489.979,1014.0737,644.116,3481.2114,5902.6
ETAWAH,2017-18,1986.608,62538.372,,,825.099,1434.1726,509.202,1124.4205,652.307,3695.2441,6253.84
FAIZABAD,2009-10,1379.957,27589.266,,,771.258,815.0996,203.445,419.3664,405.254,1524.4606,2758.93
FAIZABAD,2010-11,1502.526,33394.885,,,854.595,965.7574,227.297,528.6699,420.634,1845.0612,3339.49
FAIZABAD,2011-12,1603.434,40098.977,,,873.169,1108.1352,270.428,612.7817,459.837,2288.9808,4009.9
FAIZABAD,2012-13,1769.086,47761.225,,,965.24,1419.3383,302.071,745.3991,501.775,2611.3851,4776.12
FAIZABAD,2013-14,2010.46,56138.888,,,1116.307,1694.2386,341.012,868.0844,553.141,3051.5658,5613.89
FAIZABAD,2014-15,2322.225,66199.293,,,1308.493,1944.0109,416.226,1088.2823,597.506,3587.6361,6619.93
FAIZABAD,2015-16,2643.772,72297.215,,,1522.215,2245.6566,433.826,1117.4001,687.731,3866.6648,7229.72
FAIZABAD,2016-17,2884.1,84126.303,,,1675.28,2700.5989,463.287,1268.5148,745.533,4443.5166,8412.63
FAIZABAD,2017-18,3018.967,93307.658,,,1765.444,2994.8918,486.268,1370.0113,767.255,4965.8627,9330.77
FARIDABAD,2009-10,1704.793,128884.74,1460.289,11808.5219,194.732,865.6361,49.772,214.316,,,12888.47
FARIDABAD,2010-11,1866.767,143361.89,1586.177,13068.1337,226.889,1030.3205,53.701,237.7348,,,14336.19
FARIDABAD,2011-12,2021.484,166547.185,1715.906,15185.9916,247,1212.8005,58.578,255.9264,,,16654.72
FARIDABAD,2012-13,2281.237,189786.578,1936.7,17322.5173,279.888,1367.828,64.649,288.3125,,,18978.66
FARIDABAD,2013-14,2631.962,211546.701,2245.507,19139.804,313.674,1615.6091,72.781,399.257,,,21154.67
FARIDABAD,2014-15,3119.874,258880.128,2674.157,23696.5963,365.053,1719.274,80.664,472.1425,,,25888.01
FARIDABAD,2015-16,3607.551,292785.238,3157.133,27719.108,338.802,1040.1609,111.616,519.2549,,,29278.52
FARIDABAD,2016-17,4037.287,343403.635,3534.854,32142.8989,306.617,1335.1089,195.816,862.3557,,,34340.36
FARIDABAD,2017-18,4203.025,379323.695,3668.941,35764.8981,328.23,1307.7068,205.854,859.7646,,,37932.37
FARIDKOT,2009-10,470.227,16777.41,,,86.912,237.5828,383.315,1440.1582,,,1677.74
FARIDKOT,2010-11,514.557,19043.035,,,98.165,260.999,416.392,1643.3045,,,1904.3
FARIDKOT,2011-12,556.394,22124.597,,,104.735,295.6392,451.659,1916.8205,,,2212.46
FARIDKOT,2012-13,659.139,25259.83,,,124.122,355.1881,535.017,2170.7949,,,2525.98
FARIDKOT,2013-14,749.929,28776.52,,,160.957,445.9095,588.972,2431.7425,,,2877.65
FARIDKOT,2014-15,859.96,34226.989,,,201.309,521.807,658.651,2900.8919,,,3422.7
FARIDKOT,2015-16,978.913,37459.772,,,235.76,605.3019,743.153,3140.6753,,,3745.98
FARIDKOT,2016-17,1096.495,44909.23,,,266.992,708.6995,829.503,3782.2235,,,4490.92
FARIDKOT,2017-18,1152.829,47114.999,,,289.676,733.9371,863.153,3977.5628,,,4711.5
FARRUKHABAD,2009-10,820.491,17822.612,,,334.284,336.522,180.051,331.6873,306.156,1114.0519,1782.26
FARRUKHABAD,2010-11,934.576,20785.456,,,383.485,379.7501,203.235,388.5242,347.856,1310.2713,2078.55
FARRUKHABAD,2011-12,1030.774,22361.757,,,429.435,420.1406,222.938,449.4251,378.401,1366.61,2236.18
FARRUKHABAD,2012-13,1166.845,26503.612,,,486.393,494.8343,256.965,531.3431,423.487,1624.1838,2650.36
FARRUKHABAD,2013-14,1343.934,31489.32,,,580.379,598.1454,305.718,637.5342,457.837,1913.2524,3148.93
FARRUKHABAD,2014-15,1606.193,35496.667,,,696.849,682.3018,370.543,728.8598,538.801,2138.5051,3549.67
FARRUKHABAD,2015-16,1841.295,38362.709,,,809.69,753.0551,428.836,797.3794,602.769,2285.8364,3836.27
FARRUKHABAD,2016-17,1957.676,47465.925,,,741.829,837.8523,558.69,1131.3438,657.157,2777.3964,4746.59
FARRUKHABAD,2017-18,2158.129,50249.474,,,863.837,879.0395,613.656,1171.895,680.636,2974.0129,5024.95
FATEHABAD,2009-10,468.175,12390.872,,,119.512,211.5652,348.663,1027.522,,,1239.09
FATEHABAD,2010-11,545.466,15195.501,,,139.283,242.0307,406.183,1277.5194,,,1519.55
FATEHABAD,2011-12,613.439,15355.123,,,144.679,251.0165,468.76,1284.4958,,,1535.51
FATEHABAD,2012-13,718.323,18236.702,,,181.349,278.1947,536.974,1545.4755,,,1823.67
FATEHABAD,2013-14,837.653,19965.532,,,230.555,343.4018,607.098,1653.1514,,,1996.55
FATEHABAD,2014-15,994.815,26760.093,,,279.399,462.0199,715.416,2213.9894,,,2676.01
FATEHABAD,2015-16,1250.13,30600.818,,,377.749,534.6461,872.381,2525.4357,,,3060.08
FATEHABAD,2016-17,1378.103,36782.028,,,409.158,685.7319,968.945,2992.4709,,,3678.2
FATEHABAD,2017-18,1460.258,44486.42,,,445.31,799.3711,1014.948,3649.2709,,,4448.64
FATEHGARH SAHIB,2009-10,557.817,22242.408,,,171.993,529.9871,385.824,1694.2537,,,2224.24
FATEHGARH SAHIB,2010-11,604.431,25186.633,,,192.512,601.8786,411.919,1916.7847,,,2518.66
FATEHGARH SAHIB,2011-12,640.523,31612.839,,,197.974,683.0945,442.549,2478.1894,,,3161.28
FATEHGARH SAHIB,2012-13,733.268,33310.301,,,231.633,756.5753,501.635,2574.4548,,,3331.03
FATEHGARH SAHIB,2013-14,839.123,37387.905,,,279.103,887.4983,560.02,2851.2922,,,3738.79
FATEHGARH SAHIB,2014-15,949.154,41831.643,,,326.976,1003.2761,622.178,3179.8882,,,4183.16
FATEHGARH SAHIB,2015-16,1104.3,45691.811,,,368.314,1110.5235,735.986,3458.6576,,,4569.18
FATEHGARH SAHIB,2016-17,1218.228,54592.47,,,331.882,1041.8481,886.346,4417.3989,,,5459.25
FATEHGARH SAHIB,2017-18,1271.708,57611.829,,,352.002,1137.7761,919.706,4623.4068,,,5761.18
FATEHPUR,2009-10,1117.84,18503.276,,,668.423,698.7287,277.669,423.952,171.748,727.6469,1850.33
FATEHPUR,2010-11,1241.445,21376.736,,,751.473,812.8225,304.369,494.5236,185.603,830.3275,2137.67
FATEHPUR,2011-12,1358.114,24945.465,,,819.969,944.9903,326.53,580.1843,211.615,969.3719,2494.55
FATEHPUR,2012-13,1538.72,31846.975,,,922.76,1183.5079,370.259,731.664,245.701,1269.5256,3184.7
FATEHPUR,2013-14,1838.931,39379.139,,,1113.703,1524.1787,434.371,917.6573,290.857,1496.0779,3937.91
FATEHPUR,2014-15,2212.451,44482.986,,,1320.416,1743.1094,517.696,1041.1141,374.339,1664.0751,4448.3
FATEHPUR,2015-16,2545.264,48618.43,,,1540.317,1935.2815,572.317,1125.5351,432.63,1801.0264,4861.84
FATEHPUR,2016-17,2739.8,60138.052,,,1491.112,2199.5598,792.692,1655.5555,455.996,2158.6899,6013.81
FATEHPUR,2017-18,2832.087,67182.611,,,1555.923,2498.6814,810.133,1807.8349,466.031,2411.7448,6718.26
FAZILKA,2011-12,801.543,22007.376,,,247.176,477.9818,309.583,849.4049,244.784,873.3509,2200.74
FAZILKA,2012-13,950.394,25834.907,,,310.759,559.5861,367.152,1029.132,272.483,994.7726,2583.49
FAZILKA,2013-14,1024.428,27759.275,,,360.136,641.2342,359.198,1036.0087,305.094,1098.6846,2775.93
FAZILKA,2014-15,1238.244,31353.547,,,434.706,749.5062,461.771,1159.8668,341.767,1225.9817,3135.35
FAZILKA,2015-16,1476.013,34371.207,,,542.781,822.4321,553.281,1259.6067,379.951,1355.0819,3437.12
FAZILKA,2016-17,1873.036,44949.056,,,647.772,1069.2965,799.294,1816.1832,425.97,1609.4259,4494.91
FAZILKA,2017-18,1819.216,44503.96,,,694.735,1134.3154,683.998,1633.2464,440.483,1682.8342,4450.4
FEROZPUR,2009-10,1208.904,36424.998,,,300.056,680.0456,705.193,2301.9127,203.655,660.5415,3642.5
