District,Year,Total_Accounts_Thousands,Total_Deposits_Rs_Million,Metro_Accounts_Thousands,Metro_Deposits_Cr,Rural_Accounts_Thousands,Rural_Deposits_Cr,SemiUrban_Accounts_Thousands,SemiUrban_Deposits_Cr,Urban_Accounts_Thousands,Urban_Deposits_Cr,Total_Deposits_Cr
MAHASAMUND,2009-10,294.504,6080.539,,,158.256,182.0751,136.248,425.9788,,,608.05
MAHASAMUND,2010-11,332.435,7524.942,,,176.748,207.2581,155.687,545.2361,,,752.49
MAHASAMUND,2011-12,381.56,9151.986,,,193.146,237.8468,188.414,677.3518,,,915.2
MAHASAMUND,2012-13,441.313,11628.857,,,218.004,323.449,223.309,839.4367,,,1162.89
MAHASAMUND,2013-14,559.459,13051.9,,,281.681,372.4718,277.778,932.7182,,,1305.19
MAHASAMUND,2014-15,971.094,14799.362,,,513.898,431.7826,457.196,1048.1536,,,1479.94
MAHASAMUND,2015-16,1191.934,16266.615,,,621.523,481.6524,570.411,1145.0091,,,1626.66
MAHASAMUND,2016-17,1430.713,19645.696,,,617.078,486.0264,813.635,1478.5432,,,1964.57
MAHASAMUND,2017-18,1464.53,21383.113,,,637.754,543.629,826.776,1594.6823,,,2138.31
MAHBUBNAGAR,2009-10,1980.773,32759.296,,,912.832,999.8224,822.877,1368.5482,245.064,907.559,3275.93
MAHBUBNAGAR,2010-11,2303.948,36115.281,,,1057.076,1085.3418,944.052,1540.0858,302.82,986.1005,3611.53
MAHBUBNAGAR,2011-12,2372.207,47345.465,,,1140.475,1194.455,934.782,1786.5515,296.95,1753.54,4734.55
MAHBUBNAGAR,2012-13,2919.51,57317.199,,,1429.374,1363.9446,1152.047,2075.3799,338.089,2292.3954,5731.72
MAHBUBNAGAR,2013-14,4015.654,53155.084,,,2054.202,1484.5238,1559.137,2284.8285,402.315,1546.1561,5315.51
MAHBUBNAGAR,2014-15,4819.063,63101.005,,,2493.319,1803.3436,1859.199,2705.1213,466.545,1801.6356,6310.1
MAHBUBNAGAR,2015-16,4980.566,72645.377,,,2592.301,2226.504,1879.544,3063.0037,508.721,1975.03,7264.54
MAHBUBNAGAR,2016-17,5662.345,100371.389,,,2393.891,2501.585,2625.009,4901.2358,643.445,2634.3181,10037.14
MAHBUBNAGAR,2017-18,2241.524,43458.155,,,948.618,930.0618,683.93,1085.3091,608.976,2330.4446,4345.82
MAHE,2009-10,54.829,2822.88,,,,,54.829,282.288,,,282.29
MAHE,2010-11,59.965,3064.229,,,,,59.965,306.4229,,,306.42
MAHE,2011-12,64.084,3559.028,,,,,64.084,355.9028,,,355.9
MAHE,2012-13,78.115,4362.092,,,,,78.115,436.2092,,,436.21
MAHE,2013-14,93.262,4982.774,,,,,93.262,498.2774,,,498.28
MAHE,2014-15,102.776,5852.423,,,,,102.776,585.2423,,,585.24
MAHE,2015-16,104.757,6755.341,,,,,104.757,675.5341,,,675.53
MAHE,2016-17,114.741,8120.709,,,,,114.741,812.0709,,,812.07
MAHE,2017-18,124.913,9122.362,,,,,124.913,912.2362,,,912.24
MAHENDRAGARH,2009-10,631.002,14288.463,,,270.19,423.9759,360.812,1004.8704,,,1428.85
MAHENDRAGARH,2010-11,705.437,17401.06,,,298.593,503.1623,406.844,1236.9437,,,1740.11
MAHENDRAGARH,2011-12,767.413,20288.856,,,332.392,596.4745,435.021,1432.4111,,,2028.89
MAHENDRAGARH,2012-13,858.785,23518.889,,,369.714,692.4012,489.071,1659.4877,,,2351.89
MAHENDRAGARH,2013-14,989.341,27053.176,,,437.99,879.5774,551.351,1825.7402,,,2705.32
MAHENDRAGARH,2014-15,1107.933,30289.288,,,487.135,972.0685,620.798,2056.8603,,,3028.93
MAHENDRAGARH,2015-16,1289.837,34923.078,,,585.476,1185.6893,704.361,2306.6185,,,3492.31
MAHENDRAGARH,2016-17,1424.636,46663.642,,,586.859,1455.1693,837.777,3211.1949,,,4666.36
MAHENDRAGARH,2017-18,1497.062,50835.809,,,619.486,1608.7514,877.576,3474.8295,,,5083.58
MAHESANA,2009-10,1189.392,43883.445,,,298.724,623.897,583.132,1875.0863,307.536,1889.3612,4388.34
MAHESANA,2010-11,1328.337,53123.587,,,349.189,825.7002,653.835,2243.8392,325.313,2242.8193,5312.36
MAHESANA,2011-12,1536.536,57495.249,,,402.986,966.7824,764.705,2701.1954,368.845,2081.5471,5749.52
MAHESANA,2012-13,1807.573,64935.236,,,485.196,1127.9352,899.516,3113.6962,422.861,2251.8922,6493.52
MAHESANA,2013-14,2274.283,76889.143,,,685.789,1314.6746,1102.722,3694.5082,485.772,2679.7315,7688.91
MAHESANA,2014-15,2662.512,91902.741,,,850.066,1605.2392,1265.021,4356.3177,547.425,3228.7172,9190.27
MAHESANA,2015-16,2926.488,100515.528,,,941.359,1844.7444,1399.522,4706.3169,585.607,3500.4915,10051.55
MAHESANA,2016-17,3273.872,122146.801,,,1028.988,2243.7484,1591.482,5848.6167,653.402,4122.315,12214.68
MAHESANA,2017-18,3322.18,128365.465,,,1050.597,2318.2254,1601.889,6256.1737,669.694,4262.1474,12836.55
MAHISAGAR,2013-14,687.58,16299.344,,,439.117,655.9239,248.463,974.0105,,,1629.93
MAHISAGAR,2014-15,824.464,18976.831,,,530.148,755.1027,294.316,1142.5804,,,1897.68
MAHISAGAR,2015-16,904.755,22187.283,,,585.09,851.5384,319.665,1367.1899,,,2218.73
MAHISAGAR,2016-17,1059.928,27201.781,,,692.793,1090.414,367.135,1629.7641,,,2720.18
MAHISAGAR,2017-18,1101.28,27877.027,,,724.927,1166.089,376.353,1621.6137,,,2787.7
MAHOBA,2009-10,355.984,6923.754,,,144.23,143.662,211.754,548.7134,,,692.38
MAHOBA,2010-11,399.489,8172.686,,,165.438,169.1151,234.051,648.1535,,,817.27
MAHOBA,2011-12,455.958,8839.529,,,185.228,173.6667,270.73,710.2862,,,883.95
MAHOBA,2012-13,520.532,10900.594,,,192.257,219.1713,328.275,870.8881,,,1090.06
MAHOBA,2013-14,687.854,13150.784,,,276.951,268.7701,410.903,1046.3083,,,1315.08
MAHOBA,2014-15,705.837,14860.205,,,271.908,291.6546,433.929,1194.3659,,,1486.02
MAHOBA,2015-16,989.798,17241.229,,,409.279,368.3203,580.519,1355.8026,,,1724.12
MAHOBA,2016-17,1096.458,20707.278,,,446.269,436.4046,650.189,1634.3232,,,2070.73
MAHOBA,2017-18,1146.825,23945.457,,,473.485,491.7135,673.34,1902.8322,,,2394.55
MAINPURI,2009-10,781.132,13496.338,,,382.54,367.8778,211.546,351.3529,187.046,630.4031,1349.63
MAINPURI,2010-11,908.661,16146.534,,,453.677,441.9197,242.796,409.1578,212.188,763.5759,1614.65
MAINPURI,2011-12,1037.2,17474.153,,,528.416,465.6839,274.76,434.6525,234.024,847.0789,1747.42
MAINPURI,2012-13,1204.39,20901.917,,,623.801,553.4079,320.229,513.5146,260.36,1023.2692,2090.19
MAINPURI,2013-14,1326.005,25823.115,,,649.829,683.1667,370.237,610.3714,305.939,1288.7734,2582.31
MAINPURI,2014-15,1667.093,30498.633,,,792.677,784.9449,484.174,772.3225,390.242,1492.5959,3049.86
MAINPURI,2015-16,1954.695,33900.355,,,940.95,866.009,562.852,823.1843,450.893,1700.8422,3390.04
MAINPURI,2016-17,2047.467,41955.041,,,649.59,793.9117,917.063,1321.2883,480.814,2080.3041,4195.5
MAINPURI,2017-18,2135.488,44764.215,,,716.711,812.0459,924.808,1379.5649,493.969,2284.8107,4476.42
MAJULI,2017-18,168.917,1589.294,,,168.917,158.9294,,,,,158.93
MALAPPURAM,2009-10,2225.816,69254.071,,,160.427,192.5784,2065.389,6732.8287,,,6925.41
MALAPPURAM,2010-11,2532.724,72234.023,,,154.18,184.9876,2378.544,7038.4147,,,7223.4
MALAPPURAM,2011-12,2772.394,87517.115,,,157.254,203.4137,2615.14,8548.2978,,,8751.71
MALAPPURAM,2012-13,3324.01,100669.767,,,157.478,224.9577,3166.532,9842.019,,,10066.98
MALAPPURAM,2013-14,4260.654,130998.698,,,192.76,268.0142,4067.894,12831.8556,,,13099.87
MALAPPURAM,2014-15,4830.911,144327.613,,,215.242,303.6241,4615.669,14129.1372,,,14432.76
MALAPPURAM,2015-16,5209.522,170771.053,,,27.32,43.4102,5182.202,17033.6951,,,17077.11
MALAPPURAM,2016-17,5555.435,208086.868,,,10.287,14.6676,5162.116,19246.7313,383.032,1547.2879,20808.69
MALAPPURAM,2017-18,6075.428,224553.679,,,12.427,16.1194,5650.989,20477.8696,412.012,1961.3789,22455.37
MALDAH,2009-10,1338.763,26360.819,,,929.107,1201.1981,280.341,823.3972,129.315,611.4866,2636.08
MALDAH,2010-11,1566.133,32601.826,,,1110.52,1446.2532,322.225,1044.3399,133.388,769.5895,3260.18
MALDAH,2011-12,1722.214,38845.686,,,1216.564,1694.1984,363.578,1257.2128,142.072,933.1574,3884.57
MALDAH,2012-13,2028.657,45759.767,,,1443.415,2057.3773,424.003,1572.2725,161.239,946.3269,4575.98
MALDAH,2013-14,2509.2,53221.767,,,1818.9,2392.9184,506.492,1769.3379,183.808,1159.9204,5322.18
MALDAH,2014-15,3366.53,64167.74,,,2514.504,2894.5763,640.807,2151.5052,211.219,1370.6925,6416.77
MALDAH,2015-16,4381.401,73193.899,,,3073.22,3005.4054,1030.717,2700.9702,277.464,1613.0143,7319.39
MALDAH,2016-17,5164.864,87458.627,,,3553.823,3516.1183,1280.147,3261.248,330.894,1968.4964,8745.86
MALDAH,2017-18,5536.064,98232.74,,,3828.804,4048.5333,1348.514,3627.058,358.746,2147.6827,9823.27
MALKANGIRI,2009-10,115.712,5039.56,,,88.128,227.4336,27.584,276.5224,,,503.96
MALKANGIRI,2010-11,169.591,6085.168,,,140.281,330.7733,29.31,277.7435,,,608.52
MALKANGIRI,2011-12,213.074,7019.62,,,174.326,353.2503,38.748,348.7117,,,701.96
MALKANGIRI,2012-13,208.782,8044.248,,,166.972,399.8866,41.81,404.5382,,,804.42
MALKANGIRI,2013-14,273.56,8629.796,,,209.138,452.5162,64.422,410.4634,,,862.98
MALKANGIRI,2014-15,377.415,9372.117,,,280.812,468.0099,96.603,469.2018,,,937.21
MALKANGIRI,2015-16,433.437,9776.156,,,318.29,488.9595,115.147,488.6561,,,977.62
MALKANGIRI,2016-17,513.467,11364.398,,,377.986,601.1425,135.481,535.2973,,,1136.44
MALKANGIRI,2017-18,554.398,12408.705,,,406.173,623.8977,148.225,616.9728,,,1240.87
MAMIT,2009-10,19.142,566.116,,,19.142,56.6116,,,,,56.61
MAMIT,2010-11,34.238,1012.516,,,34.238,101.2516,,,,,101.25
MAMIT,2011-12,44.12,2208.62,,,44.12,220.862,,,,,220.86
MAMIT,2012-13,55.064,2402.277,,,55.064,240.2277,,,,,240.23
MAMIT,2013-14,65.306,2904.531,,,65.306,290.4531,,,,,290.45
MAMIT,2014-15,76.211,3505.129,,,76.211,350.5129,,,,,350.51
MAMIT,2015-16,75.121,3187.763,,,75.121,318.7763,,,,,318.78
MAMIT,2016-17,60.091,1468.252,,,60.091,146.8252,,,,,146.83
MAMIT,2017-18,68.406,1576.566,,,68.406,157.6566,,,,,157.66
MANCHERIAL,2017-18,1253.733,38272.446,,,414.948,679.5253,838.785,3147.7193,,,3827.24
MANDI,2009-10,747.437,24484.379,,,520.441,1288.4983,226.996,1159.9396,,,2448.44
MANDI,2010-11,840.779,30541.991,,,583.926,1530.5597,256.853,1523.6394,,,3054.2
MANDI,2011-12,932.239,35322.765,,,649.393,1900.1264,282.846,1632.1501,,,3532.28
MANDI,2012-13,1085.834,44553.081,,,762.016,2411.6832,323.818,2043.6249,,,4455.31
MANDI,2013-14,1261.96,54057.002,,,901.202,3074.2615,360.758,2331.4387,,,5405.7
MANDI,2014-15,1410.91,66669.906,,,1010.4,3774.9405,400.51,2892.0501,,,6666.99
MANDI,2015-16,1566.92,76141.045,,,1113.231,4399.9629,453.689,3214.1416,,,7614.1
MANDI,2016-17,1713.719,92162.754,,,1229.958,5418.7769,483.761,3797.4985,,,9216.28
MANDI,2017-18,1782.599,102836.06,,,1282.502,5998.8595,500.097,4284.7465,,,10283.61
MANDLA,2009-10,354.241,8067.376,,,225.172,282.8596,129.069,523.878,,,806.74
MANDLA,2010-11,424.821,10022.344,,,273.82,307.6384,151.001,694.596,,,1002.23
MANDLA,2011-12,497.013,10594.921,,,318.64,338.9466,178.373,720.5455,,,1059.49
MANDLA,2012-13,571.164,13452.055,,,361.101,427.7653,210.063,917.4402,,,1345.21
MANDLA,2013-14,707.908,15477.574,,,457.235,541.3898,250.673,1006.3676,,,1547.76
MANDLA,2014-15,837.832,17886.408,,,547.778,640.7809,290.054,1147.8599,,,1788.64
MANDLA,2015-16,998.999,18482.852,,,658.108,683.4107,340.891,1164.8745,,,1848.29
MANDLA,2016-17,1109.523,22840.258,,,543.607,676.5259,565.916,1607.4999,,,2284.03
MANDLA,2017-18,1245.113,24212.798,,,621.228,675.9801,623.885,1745.2997,,,2421.28
MANDSAUR,2009-10,421.048,11444.589,,,107.183,172.6651,135.23,289.5907,178.635,682.2031,1144.46
MANDSAUR,2010-11,469.811,12162.422,,,122.436,188.7611,148.776,299.6773,198.599,727.8038,1216.24
MANDSAUR,2011-12,557.457,14047.76,,,151.494,203.1012,176.414,352.9506,229.549,848.7242,1404.78
MANDSAUR,2012-13,662.358,16736.064,,,187.556,241.0624,219.734,419.5048,255.068,1013.0392,1673.61
MANDSAUR,2013-14,908.345,21137.544,,,263.772,295.6332,328.337,517.38,316.236,1300.7412,2113.75
MANDSAUR,2014-15,1234.206,24268.18,,,356.014,406.4359,463.806,608.827,414.386,1411.5551,2426.82
MANDSAUR,2015-16,1472.839,25834.714,,,429.923,377.0855,547.958,654.9593,494.958,1551.4266,2583.47
MANDSAUR,2016-17,1635.751,32211.685,,,454.397,488.775,635.843,862.6443,545.511,1869.7492,3221.17
MANDSAUR,2017-18,1711.273,32516.83,,,474.547,478.7019,683.493,888.3225,553.233,1884.6586,3251.68
MANDYA,2009-10,857.622,16760.542,,,474.538,651.2891,208.542,434.4424,174.542,590.3227,1676.05
MANDYA,2010-11,994.734,19963.875,,,560.04,773.1722,237.598,524.2016,197.096,699.0137,1996.39
MANDYA,2011-12,1349.869,23521.167,,,694.575,850.4279,385.027,655.7669,270.267,845.9219,2352.12
MANDYA,2012-13,1684.499,26907.785,,,864.388,974.9926,509.323,722.2817,310.788,993.5042,2690.78
MANDYA,2013-14,1979.569,31601.698,,,1035.191,1162.0887,598.284,851.4252,346.094,1146.6559,3160.17
MANDYA,2014-15,2420.294,36283.571,,,1302.424,1386.664,712.523,1009.3246,405.347,1232.3685,3628.36
MANDYA,2015-16,2653.466,42479.448,,,1441.066,1700.1661,770.303,1173.5065,442.097,1374.2722,4247.94
MANDYA,2016-17,2834.464,49254.912,,,1446.507,1796.7919,917.752,1520.6257,470.205,1608.0736,4925.49
MANDYA,2017-18,2981.444,52958.036,,,1524.451,1908.074,968.433,1645.6623,488.56,1742.0673,5295.8
MANSA,2009-10,386.467,11510.014,,,96.75,210.901,289.717,940.1004,,,1151
MANSA,2010-11,448.354,13458.606,,,123.312,248.6009,325.042,1097.2597,,,1345.86
MANSA,2011-12,473.926,13025.511,,,123.04,255.0477,350.886,1047.5034,,,1302.55
MANSA,2012-13,590.646,14972.207,,,152.244,285.1667,438.402,1212.054,,,1497.22
MANSA,2013-14,780.183,17418.442,,,201.598,330.3017,578.585,1411.5425,,,1741.84
MANSA,2014-15,915.591,19897.52,,,256.598,401.8812,658.993,1587.8708,,,1989.75
MANSA,2015-16,1069.833,21878.873,,,317.217,463.7542,752.616,1724.1331,,,2187.89
MANSA,2016-17,1209.655,27785.267,,,338.731,532.1308,870.924,2246.3959,,,2778.53
MANSA,2017-18,1302.518,28472.253,,,380.354,537.1799,922.164,2310.0454,,,2847.23
MATHURA,2009-10,1424.008,39382.527,,,573.699,821.8613,344.854,1013.2555,505.455,2103.1359,3938.25
MATHURA,2010-11,1587.257,44936.637,,,649.311,955.9412,385.031,1154.3514,552.915,2383.3711,4493.66
MATHURA,2011-12,1731.306,52021.245,,,721.083,1078.37,416.692,1358.6668,593.531,2765.0877,5202.12
MATHURA,2012-13,1892.049,62661.796,,,789.858,1315.1483,451.89,1604.3532,650.301,3346.6781,6266.18
MATHURA,2013-14,2150.933,72229.185,,,943.445,1614.7689,528.076,1833.3756,679.412,3774.774,7222.92
MATHURA,2014-15,2548.002,83543.504,,,1149.84,1779.0662,622.612,2151.6516,775.55,4423.6326,8354.35
MATHURA,2015-16,2970.169,94941.205,,,1366.939,2090.4744,736.532,2494.3593,866.698,4909.2868,9494.12
MATHURA,2016-17,3110.568,112802.22,,,952.897,1622.1235,1238.334,3811.3446,919.337,5846.7539,11280.22
MATHURA,2017-18,3234.159,125948.387,,,997.32,1758.2386,1293.684,4111.0375,943.155,6725.5626,12594.84
MAU,2009-10,1187.629,21172.311,,,729.019,955.2386,304.857,574.4266,153.753,587.5659,2117.23
MAU,2010-11,1446.064,25263.861,,,895.91,1122.559,358.455,668.5191,191.699,735.308,2526.39
MAU,2011-12,1500.731,28584.29,,,899.754,1268.5386,388.377,777.1886,212.6,812.7018,2858.43
MAU,2012-13,1740.794,36104.071,,,1027.249,1555.4725,454.74,938.705,258.805,1116.2296,3610.41
MAU,2013-14,1963.029,43150.88,,,1147.232,1911.0741,507.373,1117.6948,308.424,1286.3191,4315.09
MAU,2014-15,2293.325,48466.327,,,1322.983,2157.778,583.464,1244.3785,386.878,1444.4762,4846.63
MAU,2015-16,2552.665,54454.102,,,1438.79,2369.775,655.179,1438.6919,458.696,1636.9433,5445.41
MAU,2016-17,2914.182,71013.188,,,1621.784,2945.2929,765.489,1979.8291,526.909,2176.1968,7101.32
MAU,2017-18,3042.128,82465.885,,,1683.35,3546.231,822.356,2221.0924,536.422,2479.2651,8246.59
MAYURBHANJ,2009-10,1263.34,24418.652,,,924.981,1144.223,129.508,369.007,208.851,928.6352,2441.87
MAYURBHANJ,2010-11,1580.794,30290.432,,,1143.356,1371.6555,183.185,506.0644,254.253,1151.3233,3029.04
MAYURBHANJ,2011-12,1880.801,36068.105,,,1359.544,1590.4238,241.281,625.8364,279.976,1390.5503,3606.81
MAYURBHANJ,2012-13,2211.978,42392.67,,,1619.516,1898.4051,277.985,775.306,314.477,1565.5559,4239.27
MAYURBHANJ,2013-14,2577.695,49475.879,,,1892.709,2313.5348,316.819,896.5992,368.167,1737.4539,4947.59
MAYURBHANJ,2014-15,2985.505,58829.112,,,2194.382,2733.7498,372.236,1117.3676,418.887,2031.7938,5882.91
MAYURBHANJ,2015-16,3094.958,66235.519,,,2264.514,3188.6704,395.642,1225.1938,434.802,2209.6877,6623.55
MAYURBHANJ,2016-17,3538.324,78258.652,,,2597.372,3743.7964,446.214,1490.7888,494.738,2591.28,7825.87
MAYURBHANJ,2017-18,3807.512,87203.294,,,2792.927,4153.9752,484.203,1569.9443,530.382,2996.4099,8720.33
MEDAK,2009-10,1886.111,43045.476,,,743.222,1003.8941,1142.889,3300.6535,,,4304.55
MEDAK,2010-11,2042.895,49805.198,,,821.331,1588.7017,1221.564,3391.8181,,,4980.52
MEDAK,2011-12,2172.44,56411.309,,,907.968,1423.9653,1264.472,4217.1656,,,5641.13
MEDAK,2012-13,2556.583,67931.293,,,1050.718,1564.8223,1505.865,5228.307,,,6793.13
MEDAK,2013-14,3512.609,75113.969,,,1625.391,1724.3752,1887.218,5787.0217,,,7511.4
MEDAK,2014-15,4152.181,87441.385,,,1946.035,2056.2076,2206.146,6687.9309,,,8744.14
MEDAK,2015-16,4237.359,98360.508,,,1958.992,2434.0098,2278.367,7402.041,,,9836.05
MEDAK,2016-17,4633.833,133151.773,389.887,3789.7402,1872.104,3042.6724,2371.842,6482.7647,,,13315.18
MEDAK,2017-18,1206.823,18453.068,,,656.338,870.3966,550.485,974.9102,,,1845.31
MEDCHAL-MALKAJGIRI,2017-18,8385.707,703516.033,7432.548,66384.0849,254.993,844.9641,698.166,3122.5543,,,70351.6
MEERUT,2009-10,2537.299,93271.302,1596.499,7567.0859,534.273,915.9913,406.527,844.053,,,9327.13
MEERUT,2010-11,2819.508,106176.197,1763.895,8536.4748,587.647,1066.5664,467.966,1014.5785,,,10617.62
MEERUT,2011-12,3076.365,124587.859,1916.589,10174.9964,653.98,1166.3644,505.796,1117.4251,,,12458.79
MEERUT,2012-13,3453.667,143181.463,2087.033,11747.6512,760.277,1304.6296,606.357,1265.8655,,,14318.15
MEERUT,2013-14,3907.74,169249.901,2268.407,14020.181,913.338,1447.9824,725.995,1456.8267,,,16924.99
MEERUT,2014-15,4572.601,193758.45,2581.438,15921.8815,1102.388,1710.3151,888.775,1743.6484,,,19375.84
MEERUT,2015-16,5248.412,218735.578,2954.713,17986.5545,1251.004,1908.4171,1042.695,1978.5862,,,21873.56
MEERUT,2016-17,5462.958,275440.679,3167.71,22685.1469,1224.677,2495.1051,1070.571,2363.8159,,,27544.07
MEERUT,2017-18,5598.721,286451.62,3218.096,23381.4505,1283.815,2755.3151,1096.81,2508.3964,,,28645.16
MEWAT,2009-10,249.372,5767.009,,,108.458,177.4924,140.914,399.2085,,,576.7
MEWAT,2010-11,279.455,7882.673,,,128.353,244.3817,151.102,543.8856,,,788.27
MEWAT,2011-12,342.721,9098.227,,,149.925,271.0401,192.796,638.7826,,,909.82
MEWAT,2012-13,407.178,11163.086,,,181.052,343.7341,226.126,772.5745,,,1116.31
MEWAT,2013-14,496.389,12663.776,,,226.808,338.2198,269.581,928.1578,,,1266.38
MEWAT,2014-15,541.554,13330.658,,,235.002,367.6062,306.552,965.4596,,,1333.07
MEWAT,2015-16,683.11,15082.826,,,310.513,466.9311,372.597,1041.3515,,,1508.28
MEWAT,2016-17,780.624,19722.559,,,219.798,470.1666,560.826,1502.0893,,,1972.26
MEWAT,2017-18,876.742,20309.818,,,246.266,499.9104,630.476,1531.0714,,,2030.98
MIRZAPUR,2009-10,1247.095,22998.255,,,836.684,924.8417,132.587,259.2022,277.824,1115.7816,2299.83
MIRZAPUR,2010-11,1239.977,27448.466,,,773.365,1123.8059,148.998,307.0356,317.614,1314.0051,2744.85
MIRZAPUR,2011-12,1544.089,30260.14,,,1043.314,1222.0993,176.851,352.9865,323.924,1450.9282,3026.01
MIRZAPUR,2012-13,1817.915,38085.082,,,1219.71,1572.0484,207.295,444.0271,390.91,1792.4327,3808.51
MIRZAPUR,2013-14,2103.608,44672.218,,,1423.37,1924.7671,248.37,548.3292,431.868,1994.1255,4467.22
MIRZAPUR,2014-15,2308.913,49776.966,,,1542.791,2169.0509,260.588,622.5084,505.534,2186.1373,4977.7
MIRZAPUR,2015-16,2733.56,54987.371,,,1853.632,2482.5692,325.397,672.7765,554.531,2343.3914,5498.74
MIRZAPUR,2016-17,3059.63,66130.679,,,2061.984,2995.5628,369.461,830.209,628.185,2787.2961,6613.07
MIRZAPUR,2017-18,3192.47,73131.13,,,2163.985,3300.0659,392.386,931.8601,636.099,3081.187,7313.11
MOGA,2009-10,808.198,32776.251,,,298.295,993.4369,143.208,476.2547,366.695,1807.9335,3277.63
MOGA,2010-11,880.589,36525.575,,,337.117,1116.3412,159.894,555.2048,383.578,1981.0115,3652.56
MOGA,2011-12,1009.519,41981.716,,,393.821,1291.8067,182.893,641.7891,432.805,2264.5758,4198.17
MOGA,2012-13,1128.218,48724.516,,,438.691,1535.4559,215.435,749.4081,474.092,2587.5876,4872.45
MOGA,2013-14,1270.194,55967.318,,,513.778,1798.4788,239.409,860.1956,517.007,2938.0574,5596.73
MOGA,2014-15,1429.017,63231.691,,,602.326,2063.4634,262.893,936.9749,563.798,3322.7308,6323.17
MOGA,2015-16,1676.694,73328.472,,,735.892,2344.896,307.485,1089.0338,633.317,3898.9174,7332.85
MOGA,2016-17,1843.002,83801.232,,,669.623,2274.1344,496.343,1765.4422,677.036,4340.5466,8380.12
MOGA,2017-18,1915.157,85945.124,,,686.739,2262.5144,547.682,1905.3672,680.736,4426.6308,8594.51
MOKOKCHUNG,2009-10,50.716,1551.769,,,12.877,16.447,37.839,138.7299,,,155.18
MOKOKCHUNG,2010-11,57.646,1856.224,,,15.202,25.8832,42.444,159.7392,,,185.62
MOKOKCHUNG,2011-12,65.678,2251.122,,,17.497,30.4251,48.181,194.6871,,,225.11
MOKOKCHUNG,2012-13,73.83,2330.922,,,19.256,35.5013,54.574,197.5909,,,233.09
MOKOKCHUNG,2013-14,79.554,2618.574,,,20.87,41.1044,58.684,220.753,,,261.86
MOKOKCHUNG,2014-15,108.789,2924.668,,,31.609,52.7891,77.18,239.6777,,,292.47
MOKOKCHUNG,2015-16,124.533,3264.674,,,34.89,66.8025,89.643,259.6649,,,326.47
MOKOKCHUNG,2016-17,143.714,4131.651,,,45.054,83.0053,98.66,330.1598,,,413.17
MOKOKCHUNG,2017-18,152.465,4654.487,,,47.381,88.9281,105.084,376.5206,,,465.45
MON,2009-10,22.813,843.801,,,4.922,12.7101,17.891,71.67,,,84.38
MON,2010-11,25.655,877.217,,,5.354,15.6704,20.301,72.0513,,,87.72
MON,2011-12,28.73,976.585,,,6.519,22.6431,22.211,75.0154,,,97.66
MON,2012-13,32.696,968.69,,,7.737,26.5996,24.959,70.2694,,,96.87
MON,2013-14,34.8,1018.423,,,9.967,29.5291,24.833,72.3132,,,101.84
MON,2014-15,49.793,1093.48,,,20.739,35.9607,29.054,73.3873,,,109.35
MON,2015-16,55.714,1214.038,,,24.589,40.4555,31.125,80.9483,,,121.4
MON,2016-17,67.327,1474.339,,,32.878,49.2386,34.449,98.1953,,,147.43
MON,2017-18,71.843,1665.104,,,32.574,49.7142,39.269,116.7962,,,166.51
MORADABAD,2009-10,2309.358,54528.869,,,876.612,845.1852,421.54,584.1515,1011.206,4023.5502,5452.89
MORADABAD,2010-11,2617.494,67204.581,,,1002.289,1057.4108,485.396,711.1456,1129.809,4951.9017,6720.46
MORADABAD,2011-12,2064.438,63529.476,,,712.779,792.962,411.601,712.4258,940.058,4847.5598,6352.95
MORADABAD,2012-13,2282.864,72932.886,,,755.248,875.4582,484.458,832.7121,1043.158,5585.1183,7293.29
MORADABAD,2013-14,2831.488,84191.219,,,1069.962,1023.7659,539.893,946.2659,1221.633,6449.0901,8419.12
MORADABAD,2014-15,3543,101312.759,,,1404.422,1183.4357,780.252,1152.794,1358.326,7795.0462,10131.28
MORADABAD,2015-16,3800.922,117642.396,,,1409.098,1414.2936,837.227,1367.5871,1554.597,8982.3589,11764.24
MORADABAD,2016-17,4189.387,147499.397,,,1489.151,1693.6672,958.904,1760.8099,1741.332,11295.4626,14749.94
MORADABAD,2017-18,4334.84,156633.518,,,1554.366,1744.8495,999.344,1780.6329,1781.13,12137.8694,15663.35
MORBI,2014-15,1.771,26.493,,,1.771,2.6493,,,,,2.65
MORBI,2015-16,881.55,39745.294,,,259.355,534.9836,209.959,608.822,412.236,2830.7238,3974.53
MORBI,2016-17,1054.882,56228.152,,,275.062,739.4122,316.807,1003.4745,463.013,3879.9285,5622.82
MORBI,2017-18,1110.895,62395.738,,,302.09,719.0823,325.603,1061.5822,483.202,4458.9093,6239.57
MORENA,2009-10,507.686,12457.694,,,87.822,107.9383,255.477,533.8821,164.387,603.949,1245.77
MORENA,2010-11,583.39,14280.065,,,102.373,112.5971,295.902,598.5169,185.115,716.8925,1428.01
MORENA,2011-12,742.252,15720.17,,,144.63,139.1459,376.845,684.8281,220.777,748.043,1572.02
MORENA,2012-13,882.926,18478.262,,,170.334,150.472,459.288,783.0858,253.304,914.2684,1847.83
MORENA,2013-14,1057.396,21332.154,,,215.101,171.5369,564.077,892.3909,278.218,1069.2876,2133.22
MORENA,2014-15,1242.932,24427.589,,,246.792,239.0342,650.062,992.1015,346.078,1211.6232,2442.76
